2017-09-12 06:01:55	yahoo.com	u3
2017-09-12 06:02:04	google.com	u1
2017-09-12 06:03:39	yahoo.com	u3
2017-09-12 06:07:35	google.com	u4
2017-09-12 06:07:55	yahoo.com	u3
2017-09-12 06:22:56	harvard.edu	u3
2017-09-12 06:24:17	harvard.edu	u4
2017-09-12 06:26:27	yahoo.com	u2
2017-09-12 06:26:35	yahoo.com	u1
2017-09-12 06:40:42	yahoo.com	u1
2017-09-12 06:43:34	harvard.edu	u1
2017-09-12 07:02:37	yahoo.com	u3
2017-09-12 07:04:19	google.com	u4
2017-09-12 07:04:25	google.com	u2
2017-09-12 07:08:06	harvard.edu	u1
2017-09-12 07:08:18	google.com	u4
2017-09-12 07:14:42	yahoo.com	u1
2017-09-12 07:20:08	harvard.edu	u2
2017-09-12 07:21:33	yahoo.com	u1
2017-09-12 07:22:43	yahoo.com	u4
2017-09-12 07:24:17	google.com	u4
2017-09-12 07:34:19	harvard.edu	u1
2017-09-12 07:38:36	yahoo.com	u1
2017-09-12 07:45:07	yahoo.com	u2
2017-09-12 07:45:52	harvard.edu	u2
2017-09-12 07:52:07	harvard.edu	u4
2017-09-12 07:52:53	harvard.edu	u2
2017-09-12 07:54:30	yahoo.com	u2
2017-09-12 08:07:57	google.com	u4
2017-09-12 08:08:18	harvard.edu	u1
2017-09-12 08:09:18	harvard.edu	u3
2017-09-12 08:22:27	google.com	u2
2017-09-12 08:30:46	yahoo.com	u2
2017-09-12 08:30:50	harvard.edu	u3
2017-09-12 08:34:56	harvard.edu	u1
2017-09-12 08:36:14	yahoo.com	u4
2017-09-12 08:43:17	harvard.edu	u3
2017-09-12 08:44:34	google.com	u4
2017-09-12 08:45:26	harvard.edu	u2
2017-09-12 08:51:22	harvard.edu	u4
2017-09-12 08:54:12	harvard.edu	u3
2017-09-12 08:58:50	google.com	u2
2017-09-12 09:07:40	yahoo.com	u4
2017-09-12 09:08:09	google.com	u3
2017-09-12 09:08:12	yahoo.com	u1
2017-09-12 09:15:07	yahoo.com	u2
2017-09-12 09:16:19	google.com	u2
2017-09-12 09:20:32	yahoo.com	u2
2017-09-12 09:21:18	google.com	u3
2017-09-12 09:23:49	google.com	u1
2017-09-12 09:24:30	google.com	u3
2017-09-12 09:26:01	yahoo.com	u3
2017-09-12 09:26:36	google.com	u3
2017-09-12 09:26:56	harvard.edu	u2
2017-09-12 09:29:42	harvard.edu	u2
2017-09-12 09:29:58	google.com	u1
2017-09-12 09:33:41	harvard.edu	u1
2017-09-12 09:33:50	yahoo.com	u3
2017-09-12 09:37:58	google.com	u4
2017-09-12 09:38:07	harvard.edu	u1
2017-09-12 09:45:21	yahoo.com	u1
2017-09-12 09:45:50	yahoo.com	u4
2017-09-12 09:49:39	yahoo.com	u3
2017-09-12 09:53:16	google.com	u2
2017-09-12 09:57:34	google.com	u1
2017-09-12 09:59:29	yahoo.com	u3
2017-09-12 09:59:51	google.com	u1
