2017-09-12 00:20:05	yahoo.com	u3
2017-09-12 00:55:22	google.com	u4
2017-09-12 01:04:12	harvard.edu	u1
2017-09-12 01:31:13	harvard.edu	u2
2017-09-12 01:51:28	yahoo.com	u3
2017-09-12 02:51:30	harvard.edu	u1
2017-09-12 03:07:55	harvard.edu	u3
2017-09-12 04:53:47	harvard.edu	u1
2017-09-12 05:07:56	harvard.edu	u2
2017-09-12 05:30:02	harvard.edu	u1
2017-09-12 05:30:47	google.com	u4
2017-09-12 06:08:57	harvard.edu	u2
2017-09-12 06:50:00	yahoo.com	u1
2017-09-12 07:39:52	google.com	u2
2017-09-12 07:43:31	google.com	u4
2017-09-12 08:23:07	google.com	u3
2017-09-12 08:45:21	harvard.edu	u4
2017-09-12 09:23:04	harvard.edu	u4
2017-09-12 09:32:32	google.com	u2
2017-09-12 12:03:25	yahoo.com	u1
2017-09-12 12:16:06	yahoo.com	u1
2017-09-12 12:24:53	google.com	u4
2017-09-12 12:40:41	yahoo.com	u2
2017-09-12 13:19:39	harvard.edu	u3
2017-09-12 13:35:13	yahoo.com	u2
2017-09-12 13:59:28	harvard.edu	u3
2017-09-12 14:04:32	harvard.edu	u1
2017-09-12 14:12:10	yahoo.com	u1
2017-09-12 14:18:59	google.com	u4
2017-09-12 14:34:32	harvard.edu	u2
2017-09-12 14:40:24	google.com	u2
2017-09-12 15:03:46	yahoo.com	u4
2017-09-12 15:07:46	harvard.edu	u2
2017-09-12 15:19:03	google.com	u2
2017-09-12 15:41:20	yahoo.com	u2
2017-09-12 15:47:04	yahoo.com	u3
2017-09-12 16:25:50	harvard.edu	u4
2017-09-12 16:25:55	google.com	u4
2017-09-12 17:24:23	google.com	u1
2017-09-12 17:57:37	google.com	u3
2017-09-12 18:01:27	harvard.edu	u3
2017-09-12 18:38:36	harvard.edu	u3
2017-09-12 18:57:33	google.com	u4
2017-09-12 19:26:08	harvard.edu	u2
2017-09-12 19:38:41	yahoo.com	u4
2017-09-12 19:49:16	google.com	u4
2017-09-12 20:02:26	yahoo.com	u4
2017-09-12 20:26:53	google.com	u3
2017-09-12 20:37:53	google.com	u3
2017-09-12 20:41:43	yahoo.com	u2
2017-09-12 22:06:40	yahoo.com	u4
2017-09-12 23:36:57	harvard.edu	u3
2017-09-12 23:49:42	google.com	u3
